BOOKING_ID,FIRST_BOOKING_STATUS,BOOKING_STATUS_CODE,BOOKING_STATUS_DESCRIPTION,BOOKING_STATUS,BOOK_TIMESTAMP,BOOK_DATE,ARRIVAL_DATE,DEPARTURE_DATE,GUARANTEE_BOOKING_INDICATOR,STAY_DURATION,LEADTIME,PARTY_NUMBER_OF_ADULTS,PARTY_NUMBER_OF_CHILDREN,PARTY_NUMBER_OF_BABIES,PARTY_NUMBER_OF_PETS,PAYMENT_AT_BOOKING,TYPE_OF_PARTY,LARS_FM_TAG,CANCELLATION_DATE,CANCELLATION_BLAME,CANCELLATION_REASON,CANCELLATION_REASON_DESCRIPTION,SELF_CANCELLATION_ALLOWED,CANCELLED_BY,CANCELLATION_REQUEST,CANCELLATION_REQUEST_DATE,FLEXIBLE_CANCELLATION,SALES_CANCEL_COST,APPLICABLE_CAMPAIGN,FREE_BOOKING_APPLICABLE,FINANCIAL_ENTITY,CHANNEL_SUB,CHANNEL_TYPE,CHANNEL,WEB_PARTNER_CODE_GROUPED,WEB_PARTNER_CODE,WEB_PARTNER_TYPE,WEB_PARTNER_NAME,WEB_PARTNER_PERCENT_COMMISSION,WEB_PARTNER_COMMISSION_TURNOVER,TRAVEL_AGENCY,ORIGINAL_BOOKING_ID,WEB_ORIGIN,DV_CODE,ACTION_CODE,ACTION_DV_CODE,ACTION_SUB_CODE,BOOKED_BY,CC_AGENT_NAME,BOOKING_BRAND,RA_CUSTOMER_COUNTRY,CUSTOMER_ID,CUSTOMER_CITY,CUSTOMER_COUNTRY_CODE,CUSTOMER_COUNTRY_NAME,CUSTOMER_LANGUAGE,CUSTOMER_ZIPCODE,CUSTOMER_LOYATY_POINTS,CUSTOMER_PANEL_MEMBER_INDICATOR,CUSTOMER_TYPE,CUSTOMER_CREATION_DATE,CUSTOMER_COUNTRY_GROUPED,AGENT_BOOKING,WELCOME_BACK_INDICATOR,INDICATOR_COMPLAINT,INDICATOR_SOS,REVIEW_RESULT,INDICATOR_GUESTBOOK,NPS_SCORE,REVIEW_DATE,ACCOMMODATION_CODE
1ZYJT87C,,B-STD,Booking,BOOKING,2022-07-19,2022-07-19,2022-08-06,2022-08-08,0,2,18,3,2,0,0,0.0,Group with kids,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,Holidu_all,holidu1,Affiliate,Holidu GmbH,12.0,250.43,,,,,,,,Online,,BV,IT,6392016,Barcellona Pozzo Di Gotto,IT,Italy,IT,98051,0.0,No,Partikulier,2022-07-19,Other,,Yes,,,,,,,IT-95016-22
1U3EA3HT,,B-STD,Booking,BOOKING,2023-03-04,2023-03-04,2023-10-13,2023-10-15,0,2,223,9,0,0,0,0.0,Group,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,VRBO,homeaway,Affiliate,Vrbo,12.5,783.06,,HOMEAWAY_DE#85caf599-5daf-4a7d-a9fc-db43566f6125,,,,,,Online,,BV,DE,6751627,Saarburg,DE,Germany,DE,54439,0.0,No,Partikulier,2023-03-04,DE,,Yes,,,,,,,BE-4950-237
1DQUSUZK,,B-STD,Booking,BOOKING,2025-06-11,2025-06-11,2025-08-02,2025-08-09,0,7,52,2,2,0,0,0.0,Family,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,Casamundo2,Casamundo2,Affiliate,,13.0,633.0,,HOMETOGO,,,,,,Online,,BV,DE,7984157,Bad Aibling,DE,Germany,DE,83043,0.0,No,Partikulier,2025-06-11,DE,912997.0,Yes,,,,,,,IT-61042-50
1ZJ6MUNM,,R-ANB,Cancellation (No payment),CANCELLED,2020-08-02,2020-08-02,2021-09-03,2021-09-06,0,3,397,16,0,0,0,0.0,Group XXL,NO,2020-08-15,Customer,NoPaymentCancellation,Customer did not make a payment,No,system,No,,No,0.0,,NO,BVAG,DIR-Affiliates,Direct,DIR-Affiliates,,,,,0.0,0.0,,,www.belvilla.nl,affiliate|awin|httpwwwspydealsnl_375095,,,,Online,,BV,BE,5176228,Harelbeke,BE,Belgium,NL,8530,0.0,No,Partikulier,2020-08-02,BE,,Yes,,,,,,,NL-4493-132
1STC874X,,B-STD,Booking,BOOKING,2023-09-17,2023-09-17,2023-10-03,2023-10-06,0,3,16,4,0,0,0,0.0,Group,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,booking,booking,Affiliate,Booking.com,12.0,378.25,,4104209110_1,,,,,,Online,,BV,DE,7057342,Köln,DE,Germany,DE,,0.0,No,Partikulier,2023-09-17,DE,,Yes,,,,,,,NL-2691-03
375236775,,R-AZV,Reservation Cancellation,CANCELLED,2014-08-02,2014-08-02,2014-08-24,2014-08-31,0,7,22,4,6,0,0,,Group with kids,,2014-08-06,,,,,,,,,,,,BVAG,INDIR-Affiliates-CM,Indirect,INDIR-Affiliates,casamundo,casamundo,Affiliate,Casamundo GmbH,,,,,,,,,,Online,,BV,GR,2931752,glil-yam,GR,Greece,EN,46905,0.0,No,Partikulier,2014-08-02,Other,,Yes,,,,,,,DE-79263-08
375035367,,B-STD,Booking,BOOKING,2013-05-10,2013-05-10,2013-08-09,2013-08-11,0,2,91,11,0,0,1,,Group,,,,,,,,,,,,,,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,E-dom/touristonline,touriston,Affiliate,tourist-online.de GmbH,,,,,,,,,,Online,,BV,DE,2801956,Ferna,DE,Germany,DE,37339,0.0,No,Partikulier,2013-05-10,DE,,Yes,,,,,,,DE-06507-13
1CNKD4A5,,B-AZV,Cancellation without insurance,CANCELLED,2019-12-29,2019-12-29,2020-07-04,2020-07-11,0,7,188,3,0,0,0,0.0,Group,NO,2020-05-22,Customer,COVID,COVID Cancellation,No,angeliquee,No,,No,0.0,,YES,BVAG,DIR-SEO,Direct,DIR-SEO,,,,,0.0,0.0,,,www.belvilla.nl,seo|googlecom,,,,Online,,BV,NL,4943612,Sibculo,NL,Netherlands,NL,7693TD,0.0,No,Partikulier,2019-12-29,NL,11079.0,Yes,,,,,,,AT-5721-82
476175454,,B-STD,Booking,BOOKING,2018-08-21,2018-08-21,2019-07-19,2019-07-26,0,7,332,3,2,0,0,,Group with kids,,,,,,,,,,,,,,BVAG,DIR-SEO,Direct,DIR-SEO,,,,,,,,,www.vakantiehuizen-ardennen.nl,seo|googlenl,,,,Online,,AR,NL,4559471,Zwolle,NL,Netherlands,NL,8043VJ,0.0,No,Partikulier,2018-08-21,NL,,Yes,,,8.0,Yes,7.0,2019-08-03,BE-1063-01
675784708,,B-STD,Booking,BOOKING,2017-02-25,2017-02-25,2017-04-29,2017-05-06,0,7,63,2,1,0,0,,Family,,,,,,,,,,,,,,BVAG,DIR-Email-Campaign,Direct,DIR-Email,,,,,,,,,www.topictravel.nl,mail-c|adobe|general-INSP-tt||special_highseason_january_20170114,TT17CAD5121,post|actioncode,TT17CAD5121,Online,,TT,NL,3771888,PURMEREND,NL,Netherlands,NL,1447LL,0.0,No,Partikulier,2015-01-18,NL,,Yes,,,8.3,Yes,8.0,2017-05-08,IT-56033-03
275945665,,B-STD,Booking,BOOKING,2017-10-28,2017-10-28,2018-07-27,2018-08-03,0,7,272,6,5,0,0,,Group with kids,,,,,,,,,,,,,,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,VRBO,homeaway,Affiliate,HomeAway UK Limited,,,,,,,,,,Online,,BV,DE,4387311,Linkenheim,DE,Germany,DE,76351,0.0,No,Partikulier,2017-10-28,DE,,Yes,,,,,,,NL-0012-62
476252931,,R-ANB,Cancellation (No payment),CANCELLED,2018-12-16,2018-12-16,2019-04-05,2019-04-07,0,2,110,16,0,0,0,,Group XXL,,2018-12-22,Customer,,Medical reasons,,,,,,,,,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,VRBO,homeaway,Affiliate,VRBO/ HomeAway,,,,HOMEAWAY_NL#766f503a-9c29-4fff-863b-9050c65117e6,,,,,,Online,,BV,BE,4619407,Zele,BE,Belgium,NL,9240,0.0,No,Partikulier,2018-12-16,BE,,Yes,,,,,,,BE-6929-26
1CML71BQ,,B-STD,Booking,BOOKING,2025-09-25,2025-09-25,2026-07-31,2026-08-07,0,7,309,2,1,0,0,0.0,Family,NO,,,,,No,,No,,No,0.0,,NO,BVAG,DIR-Direct-BaseDTI,Direct,DIR-Direct,,,,,0.0,0.0,,,www.belvilla.de/new,SEO,,,,Online,,BV,DE,8124056,,DE,Germany,DE,,0.0,No,Partikulier,2025-09-25,DE,1044562.0,Yes,,,,,,,DE-00009-62-2
175626150,,B-STD,Booking,BOOKING,2016-07-05,2016-07-05,2016-07-15,2016-07-22,0,7,10,2,0,1,0,,Family,,,,,,,,,,,,,,BVAG,DIR-Direct-BaseDTI,Direct,DIR-Direct,AanZee,AanZee,Affiliate,Aan Zee Vakantiehuizen,,,,,,website|Holland.com|Nederland,,,,Online,,AZ,NL,4165753,deventer,NL,Netherlands,NL,7412wk,0.0,No,Partikulier,2016-07-05,NL,,No,,,,,,,NL-0004-26
14JP4ESA,,B-STD,Booking,BOOKING,2024-04-23,2024-04-23,2024-06-07,2024-06-10,0,3,45,2,0,0,0,0.0,Couple,NO,,,,,No,,No,,No,0.0,,NO,BVAG,DIR-Direct-BaseDTI,Direct,DIR-Direct,,,,,0.0,0.0,,,www.belvilla.nl/new,SEO,,,,Online,,BV,NL,7405705,,NL,Netherlands,NL,,0.0,No,,,NL,,Yes,,,,,,,NL-6445-26
175654979,,B-STD,Booking,BOOKING,2016-08-17,2016-08-17,2016-09-10,2016-09-17,0,7,24,4,1,0,0,,Group with kids,,,,,,,,,,,,,,BVAG,DIR-Direct-BaseDTI,Direct,DIR-Direct,,,,,,,,,nl.belvilla.be,direct-visit,,,,Online,,BV,BE,4185837,Gent,BE,Belgium,NL,9000,0.0,No,Partikulier,2016-08-17,BE,,Yes,,,6.0,Yes,1.0,2016-09-24,FR-02224-01
1VWF4MF6,,B-STD,Booking,BOOKING,2024-07-08,2024-07-08,2024-07-12,2024-07-22,0,10,4,2,1,0,0,0.0,Family,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,HomeToGo,HomeToGo,Affiliate,,12.5,1385.11,,HOMETOGO,,,,,,Online,,BV,DE,7517206,Dortmund,DE,Germany,DE,44143,0.0,No,Partikulier,2024-07-08,DE,,Yes,,,,,,,NL-4511-18
474907375,,B-STD,Booking,BOOKING,2012-11-10,2012-11-10,2013-03-29,2013-04-01,0,3,139,12,5,0,1,,Group XXL,,,,,,,,,,,,,,BVAG,DIR-SEA,Direct,DIR-SEA,,,,,,,,,www.vakantiehuizen-ardennen.be,sea_adw_arbenl4,,,,Online,,AR,BE,2276680,Heverlee,BE,Belgium,NL,3001,0.0,No,Partikulier,2011-01-21,BE,,Yes,,,,,,,BE-6987-25
174762723,,B-STD,Booking,BOOKING,2012-03-04,2012-03-04,2012-04-28,2012-05-04,0,6,55,2,2,0,0,,Family,,,,,,,,,,,,,,BVAG,DIR-SEO,Direct,DIR-SEO,,,,,,,,,www.belvilla.nl,seo_startgooglestartpaginanl,,,,Online,,BV,NL,2383734,'s Hertogenbosch,NL,Netherlands,NL,5236VC,0.0,No,Partikulier,2012-03-04,NL,,Yes,,,,,,,FR-62870-05
16MR54Y7,,O-VV,Option expired,,2019-07-20,2019-07-20,2019-08-02,2019-08-09,0,7,13,4,1,0,0,0.0,Group with kids,NO,,,,,No,,No,,No,0.0,,NO,BVAG,DIR-SEA,Direct,DIR-SEA,,,,,,,,,www.belvilla.nl,cpc|google|2. NLC - DE - Acco_exact,,,,Online,,BV,NL,4824636,Steenwijk,NL,Netherlands,NL,8332JS,0.0,No,Partikulier,2019-07-20,NL,10053.0,Yes,,,,,,,DE-94065-13
1KBN2157,,B-STD,Booking,BOOKING,2019-09-17,2019-09-17,2020-07-11,2020-07-18,0,7,298,2,5,0,0,0.0,Family,NO,,,,,No,,No,,No,0.0,,NO,BVAG,DIR-Direct-BaseDTI,Direct,DIR-Direct,,,,,0.0,0.0,,,www.belvilla.nl,direct-visit,,,,Online,,BV,NL,2226842,Breda,NL,Netherlands,NL,4818EE,0.0,No,Partikulier,2010-07-05,NL,11079.0,Yes,,,,,,,AT-6361-43
376251942,,B-STD,Booking,BOOKING,2018-12-14,2018-12-14,2019-04-12,2019-04-14,0,2,119,6,0,0,0,,Group,,,,,,,,,,,,,,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,funda,funda,Affiliate,Accoweb International B.V.,,,,atleisure-boeking,,,,,,Online,,BV,NL,4618616,Renswoude,NL,Netherlands,NL,3927GC,0.0,No,Partikulier,2018-12-14,NL,,Yes,,,,,,,NL-7711-03
1W5Y4VTF,,R-AAH,Reservation request rejected by homeowner,CANCELLED,2022-04-08,2022-04-08,2022-04-08,2022-04-11,0,3,0,3,0,0,0,0.0,Group,NO,2022-04-08,Homeowner,guestNotAcceptedHost,Homeowner does not accept the guests (no valid reason),No,lilavm,No,,No,0.0,,NO,BVAG,DIR-Direct-BaseDTI,Direct,DIR-Direct,,,,,0.0,0.0,,,www.belvilla.com,direct-visit,,,,Online,,BV,NL,6049189,,NL,Netherlands,EN,,0.0,No,,,NL,,Yes,,,,,,,NL-5131-09
1Y56E8MY,,R-AAH,Reservation request rejected by homeowner,CANCELLED,2023-08-07,2023-08-07,2023-08-10,2023-08-15,0,5,3,1,1,0,0,0.0,Family,NO,2023-08-07,Homeowner,guestNotAcceptedHost,Homeowner does not accept the guests (no valid reason),No,system,No,,No,0.0,,NO,BVAG,DIR-Direct-BaseDTI,Direct,DIR-Direct,,,,,0.0,0.0,,,www.belvilla.com/new,SEO,,,,Online,,BV,GI,6993025,Sabadell,GI,,EN,08207,0.0,No,Partikulier,2023-08-07,Other,,Yes,,,,,,,ES-29730-26
1CKD6PHG,,B-AZV,Cancellation without insurance,CANCELLED,2020-02-05,2020-02-05,2020-04-10,2020-04-17,0,7,65,7,0,0,1,0.0,Group,YES,2020-04-01,Customer,Other,COVID Cancellation,No,internet,No,,No,0.0,,NO,BVAG,DIR-SEO,Direct,DIR-SEO,,,,,0.0,0.0,,,www.villaxl.com,seo|googlecom,,,,Online,,VXL,NL,4992224,Rotterdam,NL,Netherlands,NL,3054CR,0.0,No,Partikulier,2020-02-05,NL,952543.0,Yes,,,,,,,BE-1120-01
175352305,,O-VV,Option expired,,2015-04-06,2015-04-06,2015-08-28,2015-08-31,0,3,144,8,10,0,0,,Group XXL,,,,,,,,,,,,,,BVAG,DIR-CS,Direct,DIR-CS,,,,,,,,,www.belvilla.nl,csc-booking,,,,Phone,Leonie Jansen,BV,NL,3008433,Maarn,NL,Netherlands,NL,3951 AS,0.0,No,Partikulier,2015-04-06,NL,,Yes,,,,,,,NL-8355-05
1567401,,B-STD,Booking,BOOKING,2014-06-27,2014-06-27,2014-07-26,2014-08-02,0,7,29,0,0,0,0,,Other,,,,,,,,,,,,,,BVAG,DIR-CCC,Direct,DIR-CCC,,,,,,,,,,,,,,Phone,System,TT,,3451632,DIEMEN,NL,Netherlands,NL,1111EN,0.0,No,Partikulier,2014-09-08,NL,,Yes,,,,,,,FR-19800-02
375249007,,B-STD,Booking,BOOKING,2014-08-31,2014-08-31,2014-12-12,2014-12-15,0,3,103,8,0,0,0,,Group,,,,,,,,,,,,,,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,booking,booking,Affiliate,Booking.com,,,,,,,,,,Online,,BV,DE,2939679,Augsburg,DE,Germany,DE,86179,0.0,No,Partikulier,2014-08-31,DE,,Yes,,,,,,,BE-6687-06
1SA5MUN5,,B-OMB,Re-booking,CANCELLED,2023-01-17,2023-01-17,2023-06-09,2023-06-12,0,3,143,18,0,0,0,0.0,Group XXL,NO,2023-01-18,Customer,Personal,Personal reasons,No,laurag,No,,No,0.0,,NO,BVAG,DIR-Direct-BaseDTI,Direct,DIR-Direct,,,,,0.0,0.0,,,www.belvilla.nl/new,SEO,,,,Online,,BV,NL,4357864,IJsselstein,NL,Netherlands,NL,3401NT,0.0,No,Partikulier,2017-08-23,NL,,Yes,,,,,,,BE-0217-01
175726759,,B-STD,Booking,BOOKING,2016-12-27,2016-12-27,2017-04-28,2017-05-05,0,7,122,2,2,0,2,,Family,,,,,,,,,,,,,,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,Natuurhuisje_all,natuurhuisje1,Affiliate,Natuurhuisje.nl,,,,,,,,,,Online,,BV,NL,4234364,Amsterdam,NL,Netherlands,NL,1098EK,0.0,No,Partikulier,2016-12-27,NL,,Yes,,,,,,,BE-8972-03
1URKT8XY,,B-OMB,Re-booking,CANCELLED,2021-02-14,2021-02-14,2021-07-24,2021-07-31,0,7,160,2,0,0,0,0.0,Couple,NO,2021-06-01,@Leisure,Other,House should still have been on DP because of construction works,No,sannedb,No,,No,0.0,Free Cancellation Campaign - 43 day without HO opt-in,NO,BVAG,DIR-Email-Business,Direct,DIR-Email,,,,,0.0,0.0,,,www.belvilla.nl,mail-b|lars1850|WalletInfusion_2021-02-05,,,,Online,,BV,BE,4078602,Maldegem,BE,Belgium,NL,9990,0.0,No,Partikulier,2016-01-04,BE,943643.0,Yes,,,,,,,FR-83780-13
276297305,,B-STD,Booking,BOOKING,2019-01-27,2019-01-27,2019-04-05,2019-04-07,0,2,68,9,0,2,2,0.0,Group with kids,NO,,,,,No,,No,,No,0.0,,NO,BVAG,DIR-SEO,Direct,DIR-SEO,,,,,,,,,www.belvilla.nl,seo|googlenl,,,,Online,,BV,NL,4653542,Winterswijk,NL,Netherlands,NL,7101LS,0.0,No,Partikulier,2019-01-27,NL,,Yes,,,8.3,Yes,10.0,2019-04-08,BE-6960-81
1T2KL3KB,,B-STD,Booking,BOOKING,2025-01-12,2025-01-12,2025-04-10,2025-04-14,0,4,88,2,0,0,0,0.0,Couple,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,airbnb,airbnb,Affiliate,Airbnb,0.0,0.0,,HMKRWHYS9K,,,,,,Online,,BV,DE,7789939,,DE,Germany,DE,,0.0,No,Partikulier,2025-01-12,DE,10053.0,Yes,,,,,,,DE-79872-04
165VD7RY,,B-STD,Booking,BOOKING,2023-11-27,2023-11-27,2023-12-23,2023-12-30,0,7,26,3,0,0,0,1.0,Group,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,booking,booking,Affiliate,Booking.com,12.0,978.86,,4054976242_1,,,,,,Online,,BV,FR,7152963,Boulogne-Billancourt,FR,France,FR,,0.0,No,Partikulier,2023-11-27,Other,,Yes,,,,,,,FR-73350-136
1YYYHRSW,,R-AZV,Reservation Cancellation,CANCELLED,2021-12-24,2021-12-24,2022-12-17,2022-12-24,0,7,358,4,0,0,0,0.0,Group,NO,2021-12-24,Customer,BookingComCancellation,Cancellation through Booking.com,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,booking,booking,Affiliate,Booking.com,12.0,1374.27,,3723781059,,,,,,Online,,BV,GB,6005856,.devon,GB,United Kingdom,EN,Tq6 0hs,0.0,No,Partikulier,2021-12-24,Other,11079.0,Yes,,,,,,,AT-5753-68
475836281,,B-STD,Booking,BOOKING,2017-05-11,2017-05-11,2017-05-15,2017-05-21,0,6,4,2,2,0,0,,Family,,,,,,,,,,,,,,BVAG,DIR-Direct-BaseDTI,Direct,DIR-Direct,,,,,,,,,www.belvilla.nl,direct-visit,,,,Online,,BV,NL,4311179,Gorinchem,NL,Netherlands,NL,4201MP,0.0,No,Partikulier,2017-05-11,NL,,Yes,,,,,,,HR-22212-02
19AJ7H6D,,B-STD,Booking,BOOKING,2023-04-27,2023-04-27,2023-06-07,2023-06-11,0,4,41,2,1,2,0,0.0,Family,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,check24-1,check24-1,Affiliate,CHECK24 Vergleichsportal Ferienwohnungen Homes GmbH,11.0,404.93,,cb1db213-c77c-479d-a884-1c2437b6f7ed,,,,,,Online,,TF,DE,6837940,,DE,Germany,DE,,0.0,No,Partikulier,2023-04-27,DE,1051192.0,Yes,,,,,,,IVN01310-DYB
976009723,,B-STD,Booking,BOOKING,2018-01-21,2018-01-21,2018-05-25,2018-05-27,0,2,124,19,2,0,1,,Group XXL,,,,,,,,,,,,,,BVAG,DIR-Email-Campaign,Direct,DIR-Email,,,,,,,,,nl.belvilla.be,mail-c|adobe|booking-recovery-benl||1,,,,Online,,BV,BE,4432505,Zwijndrecht,BE,Belgium,NL,2070,0.0,No,Partikulier,2018-01-21,BE,,Yes,,,8.3,Yes,7.0,2018-06-05,BE-0006-52
1ZDLZ3E8,,B-OMB,Re-booking,CANCELLED,2020-05-22,2020-05-22,2021-04-26,2021-05-03,0,7,339,1,1,0,0,0.0,Family,NO,2020-05-26,Customer,Other,Stay is booked in the wrong period,Yes,internet,No,,No,0.0,,NO,BVAG,DIR-CS,Direct,DIR-CS,,,,,0.0,0.0,,,www.belvilla.nl,csc-booking,,,,Phone,Bren Brinkman,BV,NL,4879419,Oss,NL,Netherlands,NL,5346LA,0.0,No,Partikulier,2019-10-02,NL,,Yes,,,,,,,NL-4505-32
575462878,,B-STD,Booking,BOOKING,2015-11-01,2015-11-01,2015-12-18,2015-12-21,0,3,47,2,2,0,2,,Family,,,,,,,,,,,,,,BVAG,DIR-SEA,Direct,DIR-SEA,,,,,,,,,www.belvilla.nl,sea|google|1.NL_B_corporate_exact||Belvilla™-Vakantiehuizen,,,,Online,,BV,NL,2754920,Enkhuizen,NL,Netherlands,NL,1602BG,0.0,No,Partikulier,2013-01-06,NL,,Yes,,,,,,,NL-4506-30
675360614,,R-AAH,Reservation request rejected by homeowner,CANCELLED,2015-04-24,2015-04-24,2015-05-02,2015-05-09,0,7,8,3,1,0,2,,Group with kids,,2015-04-24,Homeowner,,,,,,,,,,,BVAG,DIR-CS,Direct,DIR-CS,,,,,,,,,www.belvilla.nl,csc-booking,,,,Phone,Joany Telkamp,BV,NL,3014133,Tiel,NL,Netherlands,NL,4003ER,0.0,No,Partikulier,2015-04-24,NL,,Yes,,,,,,,DE-72534-03
975306988,,B-STD,Booking,BOOKING,2015-01-16,2015-01-16,2015-02-19,2015-02-24,0,5,34,3,1,2,0,,Group with kids,,,,,,,,,,,,,,BVAG,INDIR-Affiliates-CM,Indirect,INDIR-Affiliates,casamundo,casamundo,Affiliate,Casamundo GmbH,,,,,,,,,,Online,,BV,DE,2977228,Bremen,DE,Germany,DE,28203,0.0,No,Partikulier,2015-01-16,DE,10053.0,Yes,,,,,,,DE-38709-01
1R5ECM2Y,,B-STD,Booking,BOOKING,2023-04-03,2023-04-03,2023-04-07,2023-04-11,0,4,4,3,3,0,0,0.0,Group with kids,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,HomeToGo,HomeToGo,Affiliate,,12.5,364.03,,HOMETOGO,,,,,,Online,,BV,DE,6800182,Breitenberg,DE,Germany,DE,75389,0.0,No,Partikulier,2023-04-03,DE,,Yes,,,,,,,NL-8542-04
1SPH15A2,,B-STD,Booking,BOOKING,2026-01-11,2026-01-11,2026-07-04,2026-07-18,0,14,174,4,3,0,0,0.0,Group with kids,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,bestfewo,bestfewo,Affiliate,bestfewo GmbH,13.0,1944.0,,,,,,,,Online,,BV,DE,8257673,Chemnitz,DE,Germany,DE,09125,0.0,No,Partikulier,2026-01-11,DE,1046284.0,Yes,,,,,,,AT-5754-40
776129689,,B-STD,Booking,BOOKING,2018-06-23,2018-06-23,2018-08-18,2018-08-25,0,7,56,4,0,0,0,,Group,,,,,,,,,,,,,,BVAG,INDIR-Affiliates-CM,Indirect,INDIR-Affiliates,casamundo,casamundo,Affiliate,Casamundo GmbH,,,,,,,,,,Online,,BV,GB,4524052,Chandlers Ford,GB,United Kingdom,EN,SO533EL,0.0,No,Partikulier,2018-06-23,Other,937230.0,Yes,,,,,,,IT-25055-07
1D8QBY6E,,B-STD,Booking,BOOKING,2025-12-20,2025-12-20,2025-12-27,2025-12-30,0,3,7,2,2,0,0,0.0,Family,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,airbnb,airbnb,Affiliate,Airbnb,0.0,0.0,,HM9XXJ48AW,,,,,,Online,,BV,NL,8224146,,NL,Netherlands,NL,,0.0,No,Partikulier,2025-12-20,NL,,Yes,,,,,,,NL-0057-35
1EZPEUBN,,B-STD,Booking,BOOKING,2026-01-11,2026-01-11,2026-03-13,2026-03-16,0,3,61,6,0,1,0,0.0,Group with kids,NO,,,,,No,,No,,No,0.0,Free Cancellation Campaign - 43 day without HO opt-in,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,bestfewo,bestfewo,Affiliate,bestfewo GmbH,13.0,661.2,,,,,,,,Online,,BV,NL,8258711,Eelderwolde,NL,Netherlands,DE,9766PG,0.0,No,Partikulier,2026-01-11,NL,,Yes,,,,,,,NL-1796-18
875458098,,B-STD,Booking,BOOKING,2015-10-22,2015-10-22,2016-09-30,2016-10-02,0,2,344,10,4,1,0,,Group XXL,,,,,,,,,,,,,,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,funda,funda,Affiliate,Accoweb International B.V.,,,,,,,,,,Online,,BV,NL,4055605,Zutphen,NL,Netherlands,NL,7201GS,0.0,No,Partikulier,2015-10-22,NL,,Yes,,,,,,,NL-7722-17
1FGCNXC5,,R-AZV,Reservation Cancellation,CANCELLED,2024-01-01,2024-01-01,2025-04-05,2025-04-12,1,7,460,1,0,0,0,0.0,Single,NO,2024-01-14,Customer,BookingComCancellation,Cancellation through Booking.com,No,,No,,No,0.0,Free Cancellation Campaign - 21 day eternity with HO opt-in,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,booking,booking,Affiliate,Booking.com,12.0,956.11,,4041273517_1,,,,,,Online,,BV,DE,7201932,Hannover,DE,Germany,DE,,0.0,No,Partikulier,2024-01-01,DE,1046284.0,Yes,,,,,,,AT-6275-09
1BXPZARZ,,B-AZV,Cancellation without insurance,CANCELLED,2022-04-07,2022-04-07,2022-07-19,2022-07-23,0,4,103,2,0,0,0,0.0,Couple,NO,2022-06-01,Customer,BookingComCancellation,Cancellation through Booking.com,No,,No,,No,0.0,Free Cancellation Campaign - 43 day without HO opt-in,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,booking,booking,Affiliate,Booking.com,12.0,1355.37,,3718622248,,,,,,Online,,BV,DE,6197327,Bornheim,DE,Germany,DE,53332,0.0,No,Partikulier,2022-04-07,DE,,Yes,,,,,,,NL-4354-44
177YK4UB,,B-STD,Booking,BOOKING,2022-09-17,2022-09-17,2022-11-24,2022-11-27,0,3,68,2,0,0,2,0.0,Couple,NO,,,,,No,,No,,No,0.0,,NO,BVAG,DIR-SEA,Direct,DIR-SEA,,,,,0.0,0.0,,,nl.belvilla.be,cpc|google|1.benl_b_corporate_exact,,,,Online,,BV,BE,6493184,,BE,Belgium,NL,,0.0,No,Partikulier,2022-09-17,BE,,Yes,,,,,,,NL-8851-45
